id;categoria;analise_humana;prompt;model
RNP2024-046945;CAT5;CAT5;php;llama3.1:8b
RNP2024-058734;CAT5;CAT5;php;llama3.1:8b
RNP2024-058735;CAT5;CAT5;php;llama3.1:8b
RNP2024-075680;CAT3;CAT5;php;llama3.1:8b
RNP2024-076844;CAT5;CAT5;php;llama3.1:8b
RNP2024-084127;CAT3;CAT5;php;llama3.1:8b
RNP2024-101169;CAT3;CAT5;php;llama3.1:8b
RNP2024-103100;CAT5;CAT5;php;llama3.1:8b
RNP2024-103102;CAT5;CAT5;php;llama3.1:8b
RNP2021-003618;CAT5;CAT5;php;llama3.1:8b
RNP2022-125941;unknown;CAT12;prp;llama3.1:8b
RNP2022-126521;unknown;CAT12;prp;llama3.1:8b
RNP2022-127135;unknown;CAT5;prp;llama3.1:8b
RNP2022-138345;unknown;CAT5;prp;llama3.1:8b
RNP2022-140134;unknown;CAT5;prp;llama3.1:8b
RNP2022-140240;CAT5;CAT12;prp;llama3.1:8b
RNP2022-144752;CAT3;CAT5;prp;llama3.1:8b
RNP2022-145040;CAT3;CAT5;prp;llama3.1:8b
RNP2023-003785;unknown;CAT5;prp;llama3.1:8b
RNP2023-017112;CAT3;CAT5;prp;llama3.1:8b
RNP2023-021009;CAT3;CAT5;prp;llama3.1:8b
RNP2023-024598;unknown;CAT5;prp;llama3.1:8b
RNP2023-026754;CAT3;CAT5;prp;llama3.1:8b
RNP2023-027278;unknown;CAT5;prp;llama3.1:8b
RNP2023-027279;CAT3;CAT5;prp;llama3.1:8b
RNP2023-032613;unknown;CAT3;prp;llama3.1:8b
RNP2023-032614;CAT5;CAT12;prp;llama3.1:8b
RNP2023-033577;unknown;CAT5;prp;llama3.1:8b
RNP2023-035005;CAT3;CAT5;prp;llama3.1:8b
RNP2023-038886;unknown;CAT5;prp;llama3.1:8b
RNP2023-039374;CAT3;CAT5;prp;llama3.1:8b
RNP2023-040569;unknown;CAT5;prp;llama3.1:8b
RNP2023-040698;unknown;CAT5;prp;llama3.1:8b
RNP2023-040699;CAT5;CAT5;prp;llama3.1:8b
RNP2023-040700;CAT5;CAT5;prp;llama3.1:8b
RNP2023-044557;CAT3;CAT5;prp;llama3.1:8b
RNP2023-045985;CAT7;CAT1;prp;llama3.1:8b
RNP2023-046541;unknown;CAT1;prp;llama3.1:8b
RNP2023-049266;unknown;CAT2;prp;llama3.1:8b
RNP2023-056442;unknown;CAT5;prp;llama3.1:8b
RNP2023-056851;CAT2;CAT2;prp;llama3.1:8b
RNP2023-062847;CAT3;CAT3;prp;llama3.1:8b
RNP2023-072050;unknown;CAT5;prp;llama3.1:8b
RNP2023-075081;unknown;CAT5;prp;llama3.1:8b
RNP2023-075082;CAT5;CAT5;prp;llama3.1:8b
RNP2023-075083;CAT5;CAT5;prp;llama3.1:8b
RNP2023-119920;CAT5;CAT5;prp;llama3.1:8b
RNP2023-119923;unknown;CAT5;prp;llama3.1:8b
RNP2023-119924;CAT5;CAT5;prp;llama3.1:8b
RNP2023-128523;CAT5;CAT5;prp;llama3.1:8b
RNP2024-000940;unknown;CAT5;prp;llama3.1:8b
RNP2024-001493;CAT5;CAT5;prp;llama3.1:8b
RNP2024-006382;unknown;SEM CATEGORIA DEFINIDA;prp;llama3.1:8b
RNP2024-006474;unknown;CAT5;prp;llama3.1:8b
RNP2024-021200;CAT3;CAT5;prp;llama3.1:8b
RNP2024-023621;CAT5;CAT5;prp;llama3.1:8b
RNP2024-029116;unknown;CAT5;prp;llama3.1:8b
RNP2024-029117;CAT5;CAT5;prp;llama3.1:8b
RNP2024-029119;unknown;CAT5;prp;llama3.1:8b
RNP2024-029122;[NIST code];CAT5;prp;llama3.1:8b
RNP2024-031572;unknown;CAT5;prp;llama3.1:8b
RNP2024-038029;unknown;CAT5;prp;llama3.1:8b
RNP2024-043142;CAT3;CAT5;prp;llama3.1:8b
RNP2024-049905;unknown;CAT5;prp;llama3.1:8b
RNP2024-054399;unknown;CAT5;prp;llama3.1:8b
RNP2024-071998;CAT3;CAT5;prp;llama3.1:8b
RNP2021-029717;unknown;CAT5;prp;llama3.1:8b
RNP2021-056045;CAT9;CAT9;prp;llama3.1:8b
RNP2021-056047;unknown;CAT9;prp;llama3.1:8b
RNP2021-089940;CAT3;CAT5;prp;llama3.1:8b
RNP2022-023007;unknown;CAT3;prp;llama3.1:8b
RNP2022-023918;unknown;CAT12;prp;llama3.1:8b
RNP2022-026800;unknown;CAT12;prp;llama3.1:8b
RNP2022-026801;unknown;CAT12;prp;llama3.1:8b
RNP2022-026802;unknown;CAT12;prp;llama3.1:8b
RNP2022-026803;unknown;CAT12;prp;llama3.1:8b
RNP2022-026817;unknown;CAT12;prp;llama3.1:8b
RNP2022-026818;CAT12;CAT12;prp;llama3.1:8b
RNP2022-026825;unknown;CAT12;prp;llama3.1:8b
RNP2022-031358;unknown;CAT5;prp;llama3.1:8b
RNP2022-031359;CAT3;CAT5;prp;llama3.1:8b
RNP2022-032381;unknown;CAT5;prp;llama3.1:8b
RNP2022-037776;unknown;CAT5;prp;llama3.1:8b
RNP2022-037777;unknown;CAT5;prp;llama3.1:8b
RNP2022-041416;unknown;CAT12;prp;llama3.1:8b
RNP2022-042044;unknown;CAT12;prp;llama3.1:8b
RNP2022-042745;CAT12;CAT12;prp;llama3.1:8b
RNP2022-042747;unknown;CAT12;prp;llama3.1:8b
RNP2022-083997;CAT3;CAT5;prp;llama3.1:8b
RNP2022-085230;CAT3;CAT5;prp;llama3.1:8b
RNP2022-100003;CAT3;CAT5;prp;llama3.1:8b
RNP2022-103272;unknown;CAT12;prp;llama3.1:8b
RNP2022-107371;CAT3;CAT5;prp;llama3.1:8b
RNP2022-107571;unknown;CAT3;prp;llama3.1:8b
RNP2022-108489;unknown;CAT5;prp;llama3.1:8b
RNP2022-120804;CAT3;CAT5;prp;llama3.1:8b
RNP2022-123618;unknown;CAT12;prp;llama3.1:8b
RNP2022-104330;unknown;CAT9;prp;llama3.1:8b
RNP2021-014254;unknown;CAT5;prp;llama3.1:8b
RNP2021-014262;unknown;CAT7;prp;llama3.1:8b
RNP2021-014273;CAT12;CAT5;prp;llama3.1:8b
RNP2021-014295;unknown;CAT7;prp;llama3.1:8b
RNP2021-014310;CAT5;CAT12;prp;llama3.1:8b
RNP2021-014311;CAT7;CAT9;prp;llama3.1:8b
RNP2021-039405;CAT5;CAT5;prp;llama3.1:8b
RNP2024-089733;CAT7;CAT10;prp;llama3.1:8b
RNP2021-036715;unknown;SEM CATEGORIA DEFINIDA;prp;llama3.1:8b
RNP2021-056046;unknown;CAT9;prp;llama3.1:8b
RNP2021-056583;CAT9;CAT9;prp;llama3.1:8b
RNP2021-057597;unknown;CAT9;prp;llama3.1:8b
RNP2022-023008;unknown;CAT3;prp;llama3.1:8b
RNP2022-023506;CAT3;CAT5;prp;llama3.1:8b
RNP2022-023955;CAT3;CAT5;prp;llama3.1:8b
RNP2022-024988;unknown;CAT5;prp;llama3.1:8b
RNP2022-025034;CAT12;CAT2;prp;llama3.1:8b
RNP2022-025787;unknown;CAT12;prp;llama3.1:8b
RNP2022-026208;unknown;CAT12;prp;llama3.1:8b
RNP2022-026209;unknown;CAT12;prp;llama3.1:8b
RNP2022-026697;CAT3;CAT5;prp;llama3.1:8b
RNP2022-035887;unknown;CAT5;prp;llama3.1:8b
RNP2022-041417;unknown;CAT12;prp;llama3.1:8b
RNP2022-043526;unknown;CAT5;prp;llama3.1:8b
RNP2022-044974;[NIST code];CAT5;prp;llama3.1:8b
RNP2022-045328;CAT12;CAT2;prp;llama3.1:8b
RNP2022-045342;unknown;SEM CATEGORIA DEFINIDA;prp;llama3.1:8b
RNP2022-053173;CAT3;CAT5;prp;llama3.1:8b
RNP2022-053173;CAT3;CAT5;prp;llama3.1:8b
RNP2022-055443;unknown;CAT3;prp;llama3.1:8b
RNP2022-055443;unknown;CAT3;prp;llama3.1:8b
RNP2022-089514;unknown;CAT5;prp;llama3.1:8b
RNP2022-089514;unknown;CAT5;prp;llama3.1:8b
RNP2022-089517;CAT3;CAT5;prp;llama3.1:8b
RNP2022-095709;CAT9;CAT9;prp;llama3.1:8b
RNP2022-096282;CAT3;CAT5;prp;llama3.1:8b
RNP2022-097218;CAT3;CAT5;prp;llama3.1:8b
RNP2022-105070;unknown;CAT12;prp;llama3.1:8b
RNP2022-106330;unknown;CAT3;prp;llama3.1:8b
RNP2022-106331;unknown;CAT3;prp;llama3.1:8b
RNP2022-107139;unknown;CAT3;prp;llama3.1:8b
RNP2022-107566;unknown;CAT3;prp;llama3.1:8b
RNP2022-108283;CAT3;CAT3;prp;llama3.1:8b
RNP2022-108583;unknown;CAT12;prp;llama3.1:8b
RNP2022-111244;CAT3;CAT3;prp;llama3.1:8b
RNP2022-111527;CAT3;CAT3;prp;llama3.1:8b
RNP2022-111528;CAT3;CAT3;prp;llama3.1:8b
RNP2022-112331;unknown;CAT3;prp;llama3.1:8b
RNP2022-112823;unknown;CAT3;prp;llama3.1:8b
RNP2022-122349;CAT3;CAT5;prp;llama3.1:8b
RNP2023-001278;unknown;CAT5;prp;llama3.1:8b
RNP2023-004547;unknown;CAT5;prp;llama3.1:8b
RNP2023-012205;CAT3;CAT5;prp;llama3.1:8b
RNP2023-013407;unknown;CAT3;prp;llama3.1:8b
RNP2023-013411;unknown;SEM CATEGORIA DEFINIDA;prp;llama3.1:8b
RNP2023-014056;CAT5;CAT5;prp;llama3.1:8b
RNP2023-014057;CAT5;CAT5;prp;llama3.1:8b
RNP2023-014128;unknown;CAT5;prp;llama3.1:8b
RNP2023-015784;CAT3;CAT5;prp;llama3.1:8b
RNP2023-016791;CAT5;CAT12;prp;llama3.1:8b
RNP2023-029291;unknown;CAT5;prp;llama3.1:8b
RNP2023-029292;CAT5;CAT5;prp;llama3.1:8b
RNP2023-029293;CAT5;CAT5;prp;llama3.1:8b
RNP2023-029294;unknown;CAT5;prp;llama3.1:8b
RNP2023-029767;unknown;SEM CATEGORIA DEFINIDA;prp;llama3.1:8b
RNP2023-036227;unknown;SEM CATEGORIA DEFINIDA;prp;llama3.1:8b
RNP2023-036228;unknown;SEM CATEGORIA DEFINIDA;prp;llama3.1:8b
RNP2023-036554;unknown;CAT5;prp;llama3.1:8b
RNP2023-044249;CAT3;CAT5;prp;llama3.1:8b
RNP2023-046106;CAT3;CAT5;prp;llama3.1:8b
RNP2023-055023;unknown;CAT5;prp;llama3.1:8b
RNP2023-059033;unknown;CAT5;prp;llama3.1:8b
RNP2023-068504;unknown;CAT5;prp;llama3.1:8b
RNP2023-069671;unknown;CAT5;prp;llama3.1:8b
RNP2023-071011;unknown;CAT5;prp;llama3.1:8b
RNP2023-076400;unknown;CAT12;prp;llama3.1:8b
RNP2023-076401;unknown;CAT12;prp;llama3.1:8b
RNP2023-077411;unknown;CAT12;prp;llama3.1:8b
RNP2023-080346;unknown;CAT5;prp;llama3.1:8b
RNP2023-081191;CAT3;CAT5;prp;llama3.1:8b
RNP2023-082920;unknown;CAT5;prp;llama3.1:8b
RNP2023-086309;CAT5;CAT5;prp;llama3.1:8b
RNP2023-086310;CAT5;CAT5;prp;llama3.1:8b
RNP2023-116124;CAT5;CAT5;prp;llama3.1:8b
RNP2023-123500;unknown;CAT5;prp;llama3.1:8b
RNP2023-124983;unknown;CAT5;prp;llama3.1:8b
RNP2023-127753;CAT5;CAT5;prp;llama3.1:8b
RNP2024-003785;unknown;CAT5;prp;llama3.1:8b
RNP2024-004860;unknown;CAT5;prp;llama3.1:8b
RNP2024-019317;unknown;CAT5;prp;llama3.1:8b
RNP2024-026781;CAT7;SEM CATEGORIA DEFINIDA;prp;llama3.1:8b
RNP2024-026782;unknown;SEM CATEGORIA DEFINIDA;prp;llama3.1:8b
RNP2024-028538;unknown;CAT5;prp;llama3.1:8b
RNP2024-033701;CAT3;CAT5;prp;llama3.1:8b
RNP2024-044532;CAT5;CAT5;prp;llama3.1:8b
RNP2024-044535;CAT5;CAT5;prp;llama3.1:8b
RNP2024-046945;unknown;CAT5;prp;llama3.1:8b
RNP2024-058734;CAT5;CAT5;prp;llama3.1:8b
RNP2024-058735;CAT5;CAT5;prp;llama3.1:8b
RNP2024-075680;unknown;CAT5;prp;llama3.1:8b
RNP2024-076844;CAT5;CAT5;prp;llama3.1:8b
RNP2024-084127;CAT3;CAT5;prp;llama3.1:8b
RNP2024-101169;unknown;CAT5;prp;llama3.1:8b
RNP2024-103100;unknown;CAT5;prp;llama3.1:8b
RNP2024-103102;unknown;CAT5;prp;llama3.1:8b
RNP2021-003618;unknown;CAT5;prp;llama3.1:8b
RNP2022-125941;CAT5;CAT12;shp;llama3.1:8b
RNP2022-126521;CAT12;CAT12;shp;llama3.1:8b
RNP2022-127135;CAT3;CAT5;shp;llama3.1:8b
RNP2022-138345;CAT3;CAT5;shp;llama3.1:8b
RNP2022-140134;CAT3;CAT5;shp;llama3.1:8b
RNP2022-140240;CAT5;CAT12;shp;llama3.1:8b
RNP2022-144752;CAT3;CAT5;shp;llama3.1:8b
RNP2022-145040;CAT3;CAT5;shp;llama3.1:8b
RNP2023-003785;CAT3;CAT5;shp;llama3.1:8b
RNP2023-017112;CAT12;CAT5;shp;llama3.1:8b
RNP2023-021009;CAT3;CAT5;shp;llama3.1:8b
RNP2023-024598;CAT3;CAT5;shp;llama3.1:8b
RNP2023-026754;CAT3;CAT5;shp;llama3.1:8b
RNP2023-027278;CAT3;CAT5;shp;llama3.1:8b
RNP2023-027279;CAT3;CAT5;shp;llama3.1:8b
RNP2023-032613;CAT5;CAT3;shp;llama3.1:8b
RNP2023-032614;CAT12;CAT12;shp;llama3.1:8b
RNP2023-033577;CAT3;CAT5;shp;llama3.1:8b
RNP2023-035005;CAT3;CAT5;shp;llama3.1:8b
RNP2023-038886;CAT3;CAT5;shp;llama3.1:8b
RNP2023-039374;CAT3;CAT5;shp;llama3.1:8b
RNP2023-040569;CAT5;CAT5;shp;llama3.1:8b
RNP2023-040698;CAT5;CAT5;shp;llama3.1:8b
RNP2023-040699;CAT5;CAT5;shp;llama3.1:8b
RNP2023-040700;CAT5;CAT5;shp;llama3.1:8b
RNP2023-044557;CAT3;CAT5;shp;llama3.1:8b
RNP2023-045985;CAT1;CAT1;shp;llama3.1:8b
RNP2023-046541;CAT7;CAT1;shp;llama3.1:8b
RNP2023-049266;CAT2;CAT2;shp;llama3.1:8b
RNP2023-056442;CAT3;CAT5;shp;llama3.1:8b
RNP2023-056851;CAT2;CAT2;shp;llama3.1:8b
RNP2023-062847;CAT3;CAT3;shp;llama3.1:8b
RNP2023-072050;CAT10;CAT5;shp;llama3.1:8b
RNP2023-075081;CAT5;CAT5;shp;llama3.1:8b
RNP2023-075082;CAT5;CAT5;shp;llama3.1:8b
RNP2023-075083;CAT5;CAT5;shp;llama3.1:8b
RNP2023-119920;CAT5;CAT5;shp;llama3.1:8b
RNP2023-119923;CAT5;CAT5;shp;llama3.1:8b
RNP2023-119924;CAT5;CAT5;shp;llama3.1:8b
RNP2023-128523;CAT5;CAT5;shp;llama3.1:8b
RNP2024-000940;CAT3;CAT5;shp;llama3.1:8b
RNP2024-001493;CAT5;CAT5;shp;llama3.1:8b
RNP2024-006382;CAT12;SEM CATEGORIA DEFINIDA;shp;llama3.1:8b
RNP2024-006474;CAT5;CAT5;shp;llama3.1:8b
RNP2024-021200;CAT3;CAT5;shp;llama3.1:8b
RNP2024-023621;CAT5;CAT5;shp;llama3.1:8b
RNP2024-029116;CAT5;CAT5;shp;llama3.1:8b
RNP2024-029117;CAT5;CAT5;shp;llama3.1:8b
RNP2024-029119;CAT5;CAT5;shp;llama3.1:8b
RNP2024-029122;CAT5;CAT5;shp;llama3.1:8b
RNP2024-031572;CAT12;CAT5;shp;llama3.1:8b
RNP2024-038029;CAT5;CAT5;shp;llama3.1:8b
RNP2024-043142;CAT12;CAT5;shp;llama3.1:8b
RNP2024-049905;CAT3;CAT5;shp;llama3.1:8b
RNP2024-054399;CAT5;CAT5;shp;llama3.1:8b
RNP2024-071998;CAT3;CAT5;shp;llama3.1:8b
RNP2021-029717;CAT5;CAT5;shp;llama3.1:8b
RNP2021-056045;CAT9;CAT9;shp;llama3.1:8b
RNP2021-056047;CAT9;CAT9;shp;llama3.1:8b
RNP2021-089940;CAT3;CAT5;shp;llama3.1:8b
RNP2022-023007;CAT3;CAT3;shp;llama3.1:8b
RNP2022-023918;unknown;CAT12;shp;llama3.1:8b
RNP2022-026800;CAT12;CAT12;shp;llama3.1:8b
RNP2022-026801;CAT12;CAT12;shp;llama3.1:8b
RNP2022-026802;CAT12;CAT12;shp;llama3.1:8b
RNP2022-026803;unknown;CAT12;shp;llama3.1:8b
RNP2022-026817;CAT12;CAT12;shp;llama3.1:8b
RNP2022-026818;CAT12;CAT12;shp;llama3.1:8b
RNP2022-026825;CAT12;CAT12;shp;llama3.1:8b
RNP2022-031358;CAT3;CAT5;shp;llama3.1:8b
RNP2022-031359;CAT11;CAT5;shp;llama3.1:8b
RNP2022-032381;CAT3;CAT5;shp;llama3.1:8b
RNP2022-037776;CAT3;CAT5;shp;llama3.1:8b
RNP2022-037777;CAT3;CAT5;shp;llama3.1:8b
RNP2022-041416;CAT12;CAT12;shp;llama3.1:8b
RNP2022-042044;CAT12;CAT12;shp;llama3.1:8b
RNP2022-042745;CAT12;CAT12;shp;llama3.1:8b
RNP2022-042747;CAT12;CAT12;shp;llama3.1:8b
RNP2022-083997;CAT3;CAT5;shp;llama3.1:8b
RNP2022-085230;CAT3;CAT5;shp;llama3.1:8b
RNP2022-100003;CAT10;CAT5;shp;llama3.1:8b
RNP2022-103272;CAT5;CAT12;shp;llama3.1:8b
RNP2022-107371;CAT5;CAT5;shp;llama3.1:8b
RNP2022-107571;CAT3;CAT3;shp;llama3.1:8b
RNP2022-108489;CAT3;CAT5;shp;llama3.1:8b
RNP2022-120804;CAT3;CAT5;shp;llama3.1:8b
RNP2022-123618;CAT12;CAT12;shp;llama3.1:8b
RNP2022-104330;CAT9;CAT9;shp;llama3.1:8b
RNP2021-014254;CAT5;CAT5;shp;llama3.1:8b
RNP2021-014262;CAT7;CAT7;shp;llama3.1:8b
RNP2021-014273;CAT12;CAT5;shp;llama3.1:8b
RNP2021-014295;CAT7;CAT7;shp;llama3.1:8b
RNP2021-014310;CAT5;CAT12;shp;llama3.1:8b
RNP2021-014311;unknown;CAT9;shp;llama3.1:8b
RNP2021-039405;CAT5;CAT5;shp;llama3.1:8b
RNP2024-089733;CAT7;CAT10;shp;llama3.1:8b
RNP2021-036715;unknown;SEM CATEGORIA DEFINIDA;shp;llama3.1:8b
RNP2021-056046;CAT9;CAT9;shp;llama3.1:8b
RNP2021-056583;CAT9;CAT9;shp;llama3.1:8b
RNP2021-057597;CAT9;CAT9;shp;llama3.1:8b
RNP2022-023008;CAT3;CAT3;shp;llama3.1:8b
RNP2022-023506;CAT3;CAT5;shp;llama3.1:8b
RNP2022-023955;CAT3;CAT5;shp;llama3.1:8b
RNP2022-024988;CAT3;CAT5;shp;llama3.1:8b
RNP2022-025034;CAT12;CAT2;shp;llama3.1:8b
RNP2022-025787;CAT12;CAT12;shp;llama3.1:8b
RNP2022-026208;CAT12;CAT12;shp;llama3.1:8b
RNP2022-026209;CAT12;CAT12;shp;llama3.1:8b
RNP2022-026697;CAT10;CAT5;shp;llama3.1:8b
RNP2022-035887;CAT3;CAT5;shp;llama3.1:8b
RNP2022-041417;CAT12;CAT12;shp;llama3.1:8b
RNP2022-043526;CAT12;CAT5;shp;llama3.1:8b
RNP2022-044974;CAT3;CAT5;shp;llama3.1:8b
RNP2022-045328;CAT12;CAT2;shp;llama3.1:8b
RNP2022-045342;CAT11;SEM CATEGORIA DEFINIDA;shp;llama3.1:8b
RNP2022-053173;CAT3;CAT5;shp;llama3.1:8b
RNP2022-053173;CAT3;CAT5;shp;llama3.1:8b
RNP2022-055443;CAT3;CAT3;shp;llama3.1:8b
RNP2022-055443;CAT3;CAT3;shp;llama3.1:8b
RNP2022-089514;CAT3;CAT5;shp;llama3.1:8b
RNP2022-089514;CAT3;CAT5;shp;llama3.1:8b
RNP2022-089517;CAT11;CAT5;shp;llama3.1:8b
RNP2022-095709;CAT9;CAT9;shp;llama3.1:8b
RNP2022-096282;CAT3;CAT5;shp;llama3.1:8b
RNP2022-097218;CAT3;CAT5;shp;llama3.1:8b
RNP2022-105070;CAT12;CAT12;shp;llama3.1:8b
RNP2022-106330;CAT3;CAT3;shp;llama3.1:8b
RNP2022-106331;CAT3;CAT3;shp;llama3.1:8b
RNP2022-107139;CAT3;CAT3;shp;llama3.1:8b
RNP2022-107566;CAT3;CAT3;shp;llama3.1:8b
RNP2022-108283;CAT3;CAT3;shp;llama3.1:8b
RNP2022-108583;CAT5;CAT12;shp;llama3.1:8b
RNP2022-111244;CAT3;CAT3;shp;llama3.1:8b
RNP2022-111527;CAT3;CAT3;shp;llama3.1:8b
RNP2022-111528;CAT3;CAT3;shp;llama3.1:8b
RNP2022-112331;CAT3;CAT3;shp;llama3.1:8b
RNP2022-112823;CAT12;CAT3;shp;llama3.1:8b
RNP2022-122349;CAT3;CAT5;shp;llama3.1:8b
RNP2023-001278;CAT3;CAT5;shp;llama3.1:8b
RNP2023-004547;CAT5;CAT5;shp;llama3.1:8b
RNP2023-012205;CAT11;CAT5;shp;llama3.1:8b
RNP2023-013407;CAT3;CAT3;shp;llama3.1:8b
RNP2023-013411;CAT7;SEM CATEGORIA DEFINIDA;shp;llama3.1:8b
RNP2023-014056;CAT5;CAT5;shp;llama3.1:8b
RNP2023-014057;CAT5;CAT5;shp;llama3.1:8b
RNP2023-014128;CAT3;CAT5;shp;llama3.1:8b
RNP2023-015784;CAT11;CAT5;shp;llama3.1:8b
RNP2023-016791;CAT5;CAT12;shp;llama3.1:8b
RNP2023-029291;CAT5;CAT5;shp;llama3.1:8b
RNP2023-029292;CAT5;CAT5;shp;llama3.1:8b
RNP2023-029293;CAT5;CAT5;shp;llama3.1:8b
RNP2023-029294;CAT5;CAT5;shp;llama3.1:8b
RNP2023-029767;CAT12;SEM CATEGORIA DEFINIDA;shp;llama3.1:8b
RNP2023-036227;unknown;SEM CATEGORIA DEFINIDA;shp;llama3.1:8b
RNP2023-036228;unknown;SEM CATEGORIA DEFINIDA;shp;llama3.1:8b
RNP2023-036554;CAT3;CAT5;shp;llama3.1:8b
RNP2023-044249;CAT3;CAT5;shp;llama3.1:8b
RNP2023-046106;CAT5;CAT5;shp;llama3.1:8b
RNP2023-055023;CAT3;CAT5;shp;llama3.1:8b
RNP2023-059033;CAT5;CAT5;shp;llama3.1:8b
RNP2023-068504;CAT3;CAT5;shp;llama3.1:8b
RNP2023-069671;CAT3;CAT5;shp;llama3.1:8b
RNP2023-071011;CAT5;CAT5;shp;llama3.1:8b
RNP2023-076400;CAT12;CAT12;shp;llama3.1:8b
RNP2023-076401;CAT12;CAT12;shp;llama3.1:8b
RNP2023-077411;unknown;CAT12;shp;llama3.1:8b
RNP2023-080346;CAT3;CAT5;shp;llama3.1:8b
RNP2023-081191;CAT3;CAT5;shp;llama3.1:8b
RNP2023-082920;CAT5;CAT5;shp;llama3.1:8b
RNP2023-086309;CAT5;CAT5;shp;llama3.1:8b
RNP2023-086310;CAT5;CAT5;shp;llama3.1:8b
RNP2023-116124;CAT5;CAT5;shp;llama3.1:8b
RNP2023-123500;CAT5;CAT5;shp;llama3.1:8b
RNP2023-124983;CAT3;CAT5;shp;llama3.1:8b
RNP2023-127753;CAT5;CAT5;shp;llama3.1:8b
RNP2024-003785;CAT5;CAT5;shp;llama3.1:8b
RNP2024-004860;CAT10;CAT5;shp;llama3.1:8b
RNP2024-019317;CAT5;CAT5;shp;llama3.1:8b
RNP2024-026781;CAT11;SEM CATEGORIA DEFINIDA;shp;llama3.1:8b
RNP2024-026782;unknown;SEM CATEGORIA DEFINIDA;shp;llama3.1:8b
RNP2024-028538;CAT3;CAT5;shp;llama3.1:8b
RNP2024-033701;CAT3;CAT5;shp;llama3.1:8b
RNP2024-044532;CAT5;CAT5;shp;llama3.1:8b
RNP2024-044535;CAT5;CAT5;shp;llama3.1:8b
RNP2024-046945;CAT5;CAT5;shp;llama3.1:8b
RNP2024-058734;CAT5;CAT5;shp;llama3.1:8b
RNP2024-058735;CAT5;CAT5;shp;llama3.1:8b
RNP2024-075680;CAT3;CAT5;shp;llama3.1:8b
RNP2024-076844;CAT5;CAT5;shp;llama3.1:8b
RNP2024-084127;CAT3;CAT5;shp;llama3.1:8b
RNP2024-101169;CAT3;CAT5;shp;llama3.1:8b
RNP2024-103100;CAT5;CAT5;shp;llama3.1:8b
RNP2024-103102;CAT5;CAT5;shp;llama3.1:8b
RNP2021-003618;CAT5;CAT5;shp;llama3.1:8b
RNP2022-125941;CAT8;CAT12;htp;smollm2_360
RNP2022-126521;CAT3;CAT12;htp;smollm2_360
RNP2022-127135;CAT8;CAT5;htp;smollm2_360
RNP2022-138345;UNKNOWN;CAT5;htp;smollm2_360
RNP2022-140134;UNKNOWN;CAT5;htp;smollm2_360
RNP2022-140240;UNKNOWN;CAT12;htp;smollm2_360
RNP2022-144752;CAT6;CAT5;htp;smollm2_360
RNP2022-145040;CAT1;CAT5;htp;smollm2_360
RNP2023-003785;CAT9;CAT5;htp;smollm2_360
RNP2023-017112;CAT1;CAT5;htp;smollm2_360
RNP2023-021009;UNKNOWN;CAT5;htp;smollm2_360
RNP2023-024598;UNKNOWN;CAT5;htp;smollm2_360
RNP2023-026754;CAT5;CAT5;htp;smollm2_360
RNP2023-027278;CAT8;CAT5;htp;smollm2_360
RNP2023-027279;CAT2;CAT5;htp;smollm2_360
RNP2023-032613;CAT1;CAT3;htp;smollm2_360
RNP2023-032614;CAT7;CAT12;htp;smollm2_360
RNP2023-033577;CAT7;CAT5;htp;smollm2_360
RNP2023-035005;CAT6;CAT5;htp;smollm2_360
RNP2023-038886;CAT5;CAT5;htp;smollm2_360
RNP2023-039374;CAT9;CAT5;htp;smollm2_360
RNP2023-040569;CAT5;CAT5;htp;smollm2_360
RNP2023-040698;CAT11;CAT5;htp;smollm2_360
RNP2023-040699;CAT2;CAT5;htp;smollm2_360
RNP2023-040700;CAT5;CAT5;htp;smollm2_360
RNP2023-044557;CAT8;CAT5;htp;smollm2_360
RNP2023-045985;CAT3;CAT1;htp;smollm2_360
RNP2023-046541;CAT6;CAT1;htp;smollm2_360
RNP2023-049266;CAT2;CAT2;htp;smollm2_360
RNP2023-056442;CAT2;CAT5;htp;smollm2_360
RNP2023-056851;CAT2;CAT2;htp;smollm2_360
RNP2023-062847;CAT1;CAT3;htp;smollm2_360
RNP2023-072050;CAT3;CAT5;htp;smollm2_360
RNP2023-075081;CAT10;CAT5;htp;smollm2_360
RNP2023-075082;UNKNOWN;CAT5;htp;smollm2_360
RNP2023-075083;CAT8;CAT5;htp;smollm2_360
RNP2023-119920;CAT9;CAT5;htp;smollm2_360
RNP2023-119923;CAT2;CAT5;htp;smollm2_360
RNP2023-119924;CAT2;CAT5;htp;smollm2_360
RNP2023-128523;CAT8;CAT5;htp;smollm2_360
RNP2024-000940;CAT1;CAT5;htp;smollm2_360
RNP2024-001493;CAT11;CAT5;htp;smollm2_360
RNP2024-006382;CAT2;SEM CATEGORIA DEFINIDA;htp;smollm2_360
RNP2024-006474;UNKNOWN;CAT5;htp;smollm2_360
RNP2024-021200;CAT12;CAT5;htp;smollm2_360
RNP2024-023621;CAT1;CAT5;htp;smollm2_360
RNP2024-029116;CAT1;CAT5;htp;smollm2_360
RNP2024-029117;CAT2;CAT5;htp;smollm2_360
RNP2024-029119;CAT12;CAT5;htp;smollm2_360
RNP2024-029122;CAT2;CAT5;htp;smollm2_360
RNP2024-031572;CAT6;CAT5;htp;smollm2_360
